team_no	utterance_no	start	end	interlocutor	utterance
10	47	201.144	202.402	B	no we don't .
10	48	204.579	206.646	B	oh yeah we do okay .
10	49	207.874	208.593	A	so
10	50	212.295	214.452	B	so mount s t gallen .
10	51	217.449	219.906	B	click drag and release to build a
10	52	221.605	222.354	B	okay .
10	53	241.840	244.042	B	it's not working .
10	54	250.660	251.948	B	how do i go back ?
10	55	254.019	254.857	A	um
10	56	255.668	257.601	B	i need help , wait .
10	57	257.948	263.523	I	so i think you ...
10	58	259.527	260.455	A	um your
10	59	263.549	264.044	A	yeah .
10	60	264.089	264.868	B	yeah i know .
10	61	264.763	266.860	A	this is my my view is the one
10	62	267.594	269.691	A	the , is the abstract view .
10	63	270.053	271.881	A	you have the interactive view .
10	64	271.356	274.951	B	i have that so it's like yeah okay .
10	65	274.513	281.448	I	so the last four lines will tell you you guys will be alternating between the two view
10	66	281.259	282.607	B	okay .
10	67	286.511	290.585	I	after every few turns you will alternate between the views .
10	68	290.931	291.695	A	bob .
10	69	292.923	295.245	A	so now , you have to do .
10	70	300.523	303.594	I	draw draw from a mountain that is connected .
10	71	303.893	304.934	B	oh , so
10	72	304.013	306.559	A	draw draw from a mountain that is already been
10	73	308.808	309.692	B	wait , so
10	74	311.003	314.028	I	no one of the tree mountains that are connected by the rail tracks .
10	75	314.388	315.122	B	oh this
10	76	316.535	317.973	B	oh !
10	77	319.103	320.017	B	i get it now .
10	78	323.267	323.941	B	okay .
10	79	360.415	360.984	B	here .
10	80	363.441	363.980	B	okay .
10	81	382.659	384.891	A	maybe mount zurich to mount gallen ?
10	82	384.696	389.225	B	wait yeah mount i'm doing like mount davos to mount s t gallen and then
10	83	388.686	397.551	R	guys do not hesitate to submit your solution . you can submit as many times you want .
10	84	406.235	407.133	B	okay .
10	85	409.718	410.901	A	so should we submit ?
10	86	411.575	414.167	B	no we don't , wait wait wait , i don't think it is finished yet .
10	87	416.127	419.407	B	i don't think it is finished , hold up , mount zurich to mount s t gallen .
10	88	421.312	423.109	A	that is already connected .
10	89	424.739	426.326	B	don't press submit .
10	90	428.054	429.372	B	i pressed it .
10	91	429.252	437.700	R	you are not that far from the minimum the difference is only 15 francs i am sure you can do it .
10	92	438.550	447.893	R	by the way you guys now also have a button on the bottom of the screen in the abstract view for comparing solutions .
10	93	451.840	453.053	B	try again ann .
10	94	454.192	456.798	A	maybe , we should make it shorter .
10	95	463.597	464.706	B	okay , here .
10	96	468.309	474.256	I	sorry you just your whole solution . the previous solution you applied it .
10	97	473.783	474.741	B	oh yeah .
10	98	474.457	475.790	A	so you have
10	99	475.161	477.318	B	wait , i applied it .
10	100	476.808	478.296	A	maybe
10	101	477.846	484.522	I	it's okay ...
10	102	484.822	486.979	B	okay i'm just gonna press submit and restart , wait .
10	103	487.475	489.153	B	wait ann , press submit .
10	104	489.786	491.738	I	yeah it's a good solution .
10	105	491.948	497.408	R	you are away from the minimum by 10 francs let's try again .
10	106	497.858	500.539	B	i just did an accident ann , i'm not doing that again .
10	107	499.326	500.763	A	no i'll try .
10	108	501.846	503.239	B	um that's
10	109	501.876	504.288	A	let's start from here ,
10	110	505.201	505.816	A	to
10	111	511.475	512.119	B	nice .
10	112	519.383	520.087	B	okay .
10	113	521.121	521.854	B	um
10	114	523.853	524.437	B	should i do
10	115	525.051	526.369	B	bern , bern ?
10	116	526.504	526.969	A	what ?
10	117	526.969	528.077	B	you wanna do the mount bern ?
10	118	528.757	530.660	B	or mount interlaken to bern .
10	119	529.402	530.031	A	go
10	120	531.049	531.978	A	go to
10	121	532.262	533.101	B	to which one ?
10	122	532.802	533.655	A	zermatt .
10	123	534.624	535.418	B	luzern ?
10	124	536.047	537.185	A	zermatt .
10	125	541.794	542.783	B	okay now should we do
10	126	543.427	544.940	B	mount zermatt to
10	127	545.374	545.943	A	mount
10	128	546.228	547.067	B	luzern .
10	129	548.363	548.888	B	luzern .
10	130	548.843	549.367	A	yeah .
10	131	550.945	552.068	B	okay , your turn .
10	132	553.177	556.412	B	you wanna do mount luzern to mount bern or something ?
10	133	556.862	557.700	B	i'm gonna try that .
10	134	563.041	564.464	B	okay nice , now ,
10	135	565.109	566.831	B	mount bern to
10	136	567.595	569.587	B	i don't know .
10	137	569.842	573.392	A	i'm gonna try and go to mount basel to mount zurich .
10	138	569.976	570.261	B	yeah
10	139	570.516	573.481	B	okay i do mount basel
10	140	574.371	576.393	B	basel to mount neuchatel .
10	141	575.509	576.482	A	zurich .
10	142	577.104	578.048	A	or mount zurich .
10	143	577.164	578.138	B	or zurich .
10	144	578.542	579.081	A	yeah .
10	145	579.246	579.710	B	zurich ?
10	146	579.830	580.265	A	yeah .
10	147	580.220	580.969	B	okay .
10	148	580.894	582.272	R	i see .
10	149	582.937	584.600	B	i i did zurich ,
10	150	584.600	585.229	B	then let's do
10	151	584.600	585.394	A	then go to
10	152	585.394	586.083	A	mount
10	153	585.529	587.056	B	t s t gallen
10	154	587.230	587.709	A	yeah .
10	155	587.275	588.009	B	from zurich ?
10	156	588.653	589.207	A	yeah .
10	157	589.267	589.956	B	okay .
10	158	591.274	592.262	B	your turn .
10	159	598.250	598.789	B	to
10	160	598.789	600.466	A	now i think we can submit .
10	161	600.332	602.090	B	okay yeah press submit , let's see .
10	162	602.878	611.161	R	you are not that far from the minimum the difference is only 5 francs i am sure you can do it .
10	163	607.755	609.319	B	oh we're so close .
10	164	611.993	613.071	B	let's try again .
10	165	612.921	614.809	A	maybe it's from
10	166	614.809	615.333	B	mount
10	167	615.548	617.240	B	zermatt to mount luzern ?
10	168	618.130	618.609	A	or
10	169	619.717	620.421	A	here ?
10	170	620.751	622.204	B	let's try that , okay .
10	171	622.668	623.881	B	or that , yeah .
10	172	624.996	625.970	A	then maybe
10	173	627.636	629.073	B	oh no you choose
10	174	629.223	630.137	A	to here .
10	175	630.667	633.453	B	okay i'm going to mount
10	176	634.957	635.601	B	bern .
10	177	637.788	638.716	B	and then
10	178	639.019	641.056	A	to mount basel
10	179	640.175	641.703	B	yeah mount basel you're right .
10	180	641.852	642.392	B	okay .
10	181	648.683	649.551	B	yeah .
10	182	650.974	654.078	B	to mount davos , so far .
10	183	657.535	657.969	B	okay .
10	184	658.629	660.935	A	i think you need to get them exactly on the tracks .
10	185	661.834	662.358	B	no .
10	186	663.118	664.346	B	i don't think that's how .
10	187	666.338	667.402	A	and maybe to mount
10	188	674.995	676.103	B	nice .
10	189	677.032	677.781	A	bern .
10	190	678.410	682.296	B	i think you do one more and then i , okay we can submit let's see , you wanna submit ?
10	191	683.458	684.506	B	should we submit now ?
10	192	683.907	685.045	A	yeah submit .
10	193	684.731	686.154	B	okay , i press submit .
10	194	685.360	693.755	R	you are not that far from the minimum the difference is only 12 francs i am sure you can do it .
10	195	688.049	689.606	B	oh , it is so hard .
10	196	691.748	693.156	B	it's hard .
10	197	694.055	695.014	B	let's try again .
10	198	696.502	700.157	A	maybe we start from , mount zermatt ?
10	199	700.103	704.387	B	no lets do mount davos to , where do you wanna go ?
10	200	703.973	707.059	A	to , mount , s t gallen .
10	201	707.163	707.733	B	okay .
10	202	709.252	711.064	B	and then mount s t gallen to mount
10	203	711.738	712.337	B	zurich .
10	204	713.391	714.889	B	or luzern which one ?
10	205	714.320	715.069	A	no luzern .
10	206	715.279	717.361	B	though yeah , i think i'll need zurich .
10	207	719.947	722.119	A	to maybe to mount bern ?
10	208	722.463	723.631	B	mount bern yeah try it .
10	209	725.257	727.803	B	okay , now maybe to mount basel .
10	210	733.777	734.556	B	okay .
10	211	735.155	736.069	B	let's do ,
10	212	737.467	740.837	B	mount basel to mount neuchatel , and neuchatel to
10	213	741.863	745.382	B	mount montreux i don't know how to pronounce it yeah .
10	214	749.479	750.318	B	okay .
10	215	752.077	752.736	B	nice .
10	216	753.125	753.620	A	to
10	217	763.421	765.338	A	maybe to mount bern .
10	218	763.556	765.473	B	to , okay , um
10	219	765.668	766.402	A	to mount
10	220	766.477	768.649	B	mount luzern to where ?
10	221	768.094	768.649	A	yeah .
10	222	769.248	773.733	A	to mount , to mount luzern .
10	223	772.714	776.151	B	i can't press it for some reason it's not letting me press .
10	224	776.702	779.263	A	to mount zermatt to luzern .
10	225	778.244	779.248	B	well wait , wait wait wait .
10	226	780.870	783.940	B	wait i can't , it's not working for me .
10	227	783.243	786.119	A	mount zermatt to uh mount luzern .
10	228	785.265	789.324	B	wait what mount zermatt , oh yeah it's because i didn't do a railroad yet .
10	229	789.987	791.683	B	um mount zermatt to mount luzern ,
10	230	790.221	790.760	A	mount
10	231	791.809	792.258	A	yeah .
10	232	792.558	794.220	B	or to mount davos .
10	233	794.220	797.740	A	maybe to no um mount luzern because there's already one over there .
10	234	797.856	798.575	B	okay .
10	235	797.931	799.458	A	and you don't wanna lose any more money .
10	236	800.821	801.945	A	so that's
10	237	802.125	802.769	B	submit ?
10	238	803.038	803.398	A	yeah .
10	239	804.026	812.114	R	you are not that far from the minimum the difference is only 4 francs i am sure you can do it
10	240	805.778	806.572	B	no !
10	241	809.688	813.462	B	so close , we've got five more minutes we can do it come on .
10	242	812.844	822.933	R	hey guys maybe it would be easier to solve the problem if you look at your previous solutions more .
10	243	824.214	828.258	B	okay , let's go , mount luzern to mount zurich .
10	244	828.273	829.037	A	or maybe
10	245	829.715	830.075	B	okay ?
10	246	830.704	831.992	B	no , i didn't
10	247	833.280	834.403	B	mount luzern to mount
10	248	834.613	835.167	A	bern
10	249	835.392	836.755	A	to mount bern .
10	250	835.692	836.755	B	bern bern okay
10	251	837.645	838.304	B	your turn
10	252	838.784	845.802	B	now go for , things that , like maybe mount zermatt or mount interlaken or mount basel somewhere or mount bern
10	253	844.790	845.434	A	or
10	254	846.891	851.385	B	try it , yeah , and then mount basel to , i don't know , neuchatel .
10	255	854.604	855.548	B	okay .
10	256	856.312	862.468	B	um let's do this , mount neuchatel here and then
10	257	863.012	864.794	B	there , okay .
10	258	866.853	867.976	B	your turn .
10	259	869.903	870.862	B	mount zermatt
10	260	871.296	874.801	B	nice , to no no mount davos mount davos mount davos
10	261	873.752	875.460	A	yeah , and then to mount
10	262	875.670	877.437	B	s t gallen and i think we did it .
10	263	877.985	878.434	A	yeah
10	264	878.269	879.273	B	okay let me try .
10	265	882.588	885.538	B	okay submit submit three two one submit .
10	266	885.820	894.223	R	you are not that far from the minimum the difference is only 3 francs i am sure you can do it .
10	267	887.482	888.860	B	seriously ?
10	268	892.650	896.474	B	oh we did too much on mount luzern , we've got two on mount luzern .
10	269	896.961	897.455	A	maybe
10	270	897.066	897.350	B	here
10	271	897.755	902.173	A	do from , mount luzern to , mount zermatt .
10	272	899.807	903.611	B	okay yeah so mount luzern to zurich and then
10	273	904.097	905.040	B	to bern .
10	274	907.820	909.078	A	then to
10	275	910.426	911.070	A	mount
10	276	911.717	913.364	B	mount basel mount basel .
10	277	913.364	913.933	A	yeah .
10	278	915.585	916.559	A	then to
10	279	917.008	917.518	B	mount
10	280	918.074	918.913	A	neuchatel .
10	281	919.182	920.672	B	yeah good neuchatel .
10	282	921.091	922.904	B	okay now here
10	283	922.364	923.637	A	maybe to interlaken
10	284	923.911	924.421	B	here
10	285	924.091	925.080	A	yeah
10	286	925.005	925.529	B	now
10	287	926.098	929.941	B	now go to uh mount interlaken to mount zermatt .
10	288	929.237	929.881	A	zermatt .
10	289	930.780	931.289	B	zermatt .
10	290	932.023	932.682	B	nice .
10	291	932.278	934.180	A	then to mount davos
10	292	933.524	935.786	B	now mount zermatt to mount davos .
10	293	935.806	938.251	A	then to mount then mount
10	294	938.251	940.917	A	s t gallen and i think we're done .
10	295	939.195	940.288	B	s t gallen yeah .
10	296	941.908	942.522	B	let's try it .
10	297	943.295	949.166	R	you are away from the minimum by 3 francs let's try again .
10	298	946.440	948.732	B	oh my god , got again .
10	299	946.545	947.564	A	again ?
10	300	950.552	951.466	B	okay um
10	301	951.286	953.548	A	wait go from mount zermatt
10	302	952.394	959.141	B	s t gallen to mount davos okay and then , mount s t gallen to mount zurich let's try that .
10	303	959.627	960.720	A	then to
10	304	961.304	963.461	A	maybe to mount basel ?
10	305	962.314	973.330	B	oh i get it now because , i think it is because of the mountains because mount zurich had had um three mountains that was like cost 3 and basel is a big mountain so it costs 5 .
10	306	977.051	980.548	B	maybe it's because of that , here let's go to a low mountain like here
10	307	981.495	984.925	B	then no now we're not going to mount zermatt that's for sure .
10	308	981.569	982.588	A	then to mount zermatt ?
10	309	984.959	985.603	A	oh .
10	310	988.725	989.684	A	maybe , here ?
10	311	991.531	992.715	B	okay .
10	312	993.089	993.793	B	now .
10	313	993.697	995.929	A	then to , now to mount , neuchatel .
10	314	995.899	998.864	B	no why did you , did you that's fine okay .
10	315	999.154	1001.102	A	to mount neuchatel now ?
10	316	1003.229	1003.947	B	um
10	317	1004.341	1005.150	A	neuchatel .
10	318	1005.105	1006.094	B	yeah okay .
10	319	1006.363	1007.037	A	then
10	320	1007.643	1008.721	B	and then we have to go
10	321	1009.096	1010.040	B	mount davos
10	322	1010.549	1011.567	B	mount davos
10	323	1011.689	1012.962	A	we've done mount davos .
10	324	1013.042	1016.427	B	yeah but , yeah but do they get mount davos to mount zermatt .
10	325	1014.315	1015.049	A	no but .
10	326	1015.693	1016.292	A	no .
10	327	1016.672	1021.813	A	no , because , no but it's it's but then it then would cost more money .
10	328	1018.005	1018.529	B	fine then .
10	329	1020.240	1021.169	B	okay so then
10	330	1021.723	1022.472	B	where
10	331	1021.813	1023.131	A	we could have to do the least money .
10	332	1023.465	1025.157	A	so now let's submit .
10	333	1025.973	1026.781	B	oh yeah okay .
10	334	1026.991	1027.590	B	submit .
10	335	1027.510	1035.074	R	you are not that far from the minimum the difference is only 4 francs i am sure you can do it
10	336	1032.917	1034.190	B	we're so close we've got
10	337	1035.215	1037.582	B	okay , here let's
10	338	1038.067	1041.342	A	mount let's go to mount neuchatel to mount interlaken .
10	339	1041.481	1047.401	B	mount neuchatel to mount interlaken okay got it , now let's go here .
10	340	1046.563	1048.315	A	to mount montreux ?
10	341	1047.962	1048.636	B	yeah .
10	342	1050.438	1052.460	A	that's that's
10	343	1052.897	1053.855	B	um go to mount
10	344	1055.518	1056.866	B	oh that's gonna cost a lot .
10	345	1057.802	1059.300	B	it cost 2 good it cost 2 .
10	346	1059.480	1060.004	A	how much ?
10	347	1060.427	1063.902	B	2 only okay , go to mount luzern , mount luzern maybe .
10	348	1066.595	1068.811	B	okay now i'm gonna go to mount davos
10	349	1069.366	1070.818	B	to mount s t gallen .
10	350	1075.216	1075.860	B	okay .
10	351	1076.174	1076.594	B	yes .
10	352	1076.938	1077.358	A	maybe
10	353	1077.028	1079.365	B	to mount bern bern bern mount bern .
10	354	1078.062	1078.676	A	yeah .
10	355	1079.103	1081.095	A	then to mount basel then we're done .
10	356	1082.271	1084.263	B	basel , and then press submit
10	357	1084.517	1090.531	R	you are away from the minimum by 4 francs let's try again .
10	358	1086.922	1088.644	B	oh my god we're so close .
10	359	1092.468	1093.187	B	um
10	360	1093.097	1095.119	A	maybe from , mount
10	361	1094.325	1095.014	B	here .
10	362	1096.203	1096.697	B	here .
10	363	1096.353	1098.600	A	i think the further they are the better .
10	364	1100.102	1102.378	B	now go to mount luzern , luzern .
10	365	1102.573	1103.427	A	yeah .
10	366	1107.269	1107.898	A	to
10	367	1108.532	1111.079	B	to um zermatt zermatt zermatt .
10	368	1111.109	1111.633	A	i know .
10	369	1112.352	1113.191	A	then to
10	370	1112.427	1113.086	B	okay good .
10	371	1113.841	1114.530	A	mount
10	372	1115.010	1115.953	B	bern no
10	373	1115.654	1116.882	A	no mount montreux .
10	374	1117.511	1117.975	B	yeah .
10	375	1120.246	1121.867	B	and , to mount interlaken ?
10	376	1120.396	1121.938	A	to , mount
10	377	1122.195	1122.644	A	yeah .
10	378	1122.764	1123.693	B	no no wait .
10	379	1123.468	1124.232	A	interlaken .
10	380	1124.142	1125.041	B	we go here .
10	381	1126.881	1127.301	B	okay .
10	382	1127.600	1128.155	B	your turn .
10	383	1132.024	1132.848	B	to mount basel .
10	384	1133.208	1135.200	A	yeah , then to mount bern and then
10	385	1135.350	1136.413	B	okay mount no .
10	386	1135.904	1137.177	A	please say we're done .
10	387	1136.713	1138.001	B	yeah mount bern mount bern .
10	388	1138.515	1140.058	A	then , submit
10	389	1139.414	1139.908	B	submit .
10	390	1140.273	1141.157	B	please .
10	391	1140.528	1145.800	R	you are away from the minimum by 4 francs let's try again
10	392	1146.527	1155.946	R	hey guys maybe it would be easier to solve the problem if you look at your previous solutions more
10	393	1146.751	1147.276	A	wait .
10	394	1155.931	1156.980	B	okay , here
10	395	1157.354	1158.448	B	i'm gonna go look at
10	396	1158.807	1161.898	B	here go to your previous solutions
10	397	1162.458	1164.644	B	are we done , okay wait
10	398	1164.974	1165.633	B	um
10	399	1165.813	1166.816	A	we'll try .
10	400	1166.975	1168.233	B	to zermatt .
10	401	1169.761	1173.955	B	yeah 2 2 , go to very long ones go to long range .
10	402	1174.879	1177.905	B	go to long range , now go to , s t gallen .
10	403	1179.902	1182.074	B	nice now i'm gonna go to mount zurich .
10	404	1182.778	1184.366	B	all the way to mount
10	405	1184.471	1185.467	A	basel .
10	406	1185.841	1186.261	B	mount
10	407	1186.590	1187.489	B	basel yeah .
10	408	1190.237	1194.625	B	no that costs 5 , no , we were really good that costs 5 .
10	409	1202.116	1202.865	A	mount
10	410	1205.382	1205.817	B	to mount
10	411	1206.296	1207.120	B	neuchatel
10	412	1212.377	1213.785	B	where are you gonna go ?
10	413	1215.619	1216.203	B	s t
10	414	1218.525	1219.304	A	gallen .
10	415	1220.038	1221.056	A	interlaken .
10	416	1220.987	1221.975	B	okay press submit
10	417	1222.462	1228.109	R	you are away from the minimum by 5 francs let's try again .
10	418	1225.353	1225.757	B	nope .
10	419	1225.697	1226.701	A	uh
10	420	1227.824	1229.097	B	isn't it break time ?
10	421	1231.220	1238.087	I	so i think ...
10	422	1236.739	1238.956	B	we haven't finished yet it's so hard .
10	423	1239.412	1241.240	I	how far are you ?
10	424	1241.240	1242.079	A	no .
10	425	1241.809	1242.453	B	uh
10	426	1242.962	1243.502	B	we're
10	427	1243.082	1244.565	I	4 , 4 francs ?
10	428	1245.052	1248.347	B	yeah , no 3 francs we've got minimum , yeah .
10	429	1245.816	1247.598	A	we were 3 francs .
10	430	1248.677	1254.777	I	okay you have one more minute ...
10	431	1249.625	1250.643	B	okay one more minute .
10	432	1252.491	1253.000	B	okay .
10	433	1254.258	1254.992	B	let's go .
10	434	1255.606	1256.071	B	mount .
10	435	1256.505	1257.763	A	maybe from mount
10	436	1257.868	1260.100	B	zurich to mount davos .
10	437	1262.343	1264.200	B	no , that's not the one i wanted .
10	438	1265.823	1266.347	A	wait .
10	439	1267.006	1268.115	A	i'll erase that .
10	440	1268.459	1271.367	B	yeah and erase mount basel to mount zurich it's 5 .
10	441	1272.045	1272.390	B	nice .
10	442	1273.037	1276.273	B	okay , now , let's try this .
10	443	1276.902	1278.070	B	to that how much is that ?
10	444	1279.005	1279.889	B	3 and 4 .
10	445	1280.593	1281.462	A	that's
10	446	1281.677	1283.279	B	no just do it just do it it's fine .
10	447	1284.822	1285.916	A	let's try .
10	448	1287.662	1288.890	A	mount
10	449	1289.268	1290.990	B	neuchatel to mount
10	450	1290.391	1291.964	A	to mount zurich .
10	451	1291.964	1292.608	B	okay .
10	452	1302.862	1303.746	A	can't .
10	453	1313.072	1315.783	B	mount zermatt to
10	454	1319.518	1321.256	B	mount okay .
10	455	1323.862	1325.495	A	you can't cross trees .
10	456	1329.499	1333.738	I	are you looking at your previous solutions to help you ?
10	457	1334.673	1336.246	A	maybe we shoul
10	458	1338.034	1339.127	B	what was our lowest one ?
10	459	1340.343	1341.451	A	it was 3 .
10	460	1342.339	1342.938	B	yeah .
10	461	1343.839	1346.550	B	price was
10	462	1347.644	1349.666	B	yeah i think it's 25 that's price .
10	463	1357.327	1358.406	B	it's my turn .
10	464	1357.807	1363.678	A	so , no , we want to , maybe from mount basel to mount zurich .
10	465	1364.195	1365.214	B	okay .
10	466	1373.374	1374.317	B	press submit .
10	467	1376.031	1377.170	B	i just press submit .
10	468	1377.334	1384.955	R	you are not that far from the minimum the difference is only 10 francs i am sure you can do it
