team_no	utterance_no	start	end	interlocutor	utterance
28	100	261.852	265.025	B	uh to zurich , basel , interlaken and luzern .
28	101	265.554	266.101	B	first
28	102	266.470	268.323	B	to get like that
28	103	268.492	269.025	A	okay .
28	104	269.981	270.585	B	so
28	105	271.399	272.396	A	uh
28	106	273.543	274.048	B	then
28	107	274.413	275.354	B	um
28	108	276.506	277.489	A	um basel ?
28	109	277.868	278.584	A	to interlaken ?
28	110	281.674	284.368	B	and then you should go mount bern to basel first you can not go .
28	111	284.638	285.396	A	bern to basel ?
28	112	285.382	285.804	B	yeah .
28	113	285.424	285.818	A	yeah .
28	114	286.515	288.410	A	and then uh basel to neuchatel .
28	115	288.635	290.938	B	yeah yeah i see how much , that's 4 .
28	116	290.077	291.691	A	is it is it the , is it the same ?
28	117	291.410	292.098	B	that's 4 .
28	118	293.245	294.186	A	it's like the same .
28	119	294.186	296.432	B	did we do the same thing ?
28	120	295.169	296.517	A	yeah we did the same thing .
28	121	297.276	299.607	B	can we erase the track , i can yeah i did .
28	122	298.806	299.621	A	yeah you can .
28	123	301.706	302.857	B	i can't go there .
28	124	303.296	304.433	A	it's from bern
28	125	303.591	305.065	B	i have to go to neuchatel .
28	126	305.711	307.368	B	i have to go to neuchatel though .
28	127	309.725	312.814	B	oh yes i can erase that erase mount basel to neuchatel .
28	128	312.368	314.837	A	i know , uh bern to interlaken .
28	129	314.037	315.216	B	and then bern to interlaken .
28	130	315.944	320.446	B	and then interlaken , to montreux , but then we have neuchatel missing .
28	131	316.000	317.067	A	and this is the same .
28	132	321.026	321.952	A	uh mount
28	133	321.433	322.724	B	so we have to go like that .
28	134	322.233	324.334	A	mount interlaken , to neuchatel .
28	135	326.082	327.178	B	this is the exact same .
28	136	326.153	326.714	A	yeah
28	137	327.231	329.225	A	no it's not , it's not same it's not same .
28	138	328.439	330.082	B	oh we have less look with 3 .
28	139	329.660	330.770	A	you have 3 left .
28	140	330.770	331.696	B	so um
28	141	331.135	332.441	A	okay .
28	142	333.585	336.547	A	luzern to zermatt , it's the , it's the best way , you know .
28	143	336.703	337.644	B	and then um
28	144	339.127	343.424	B	i think we can cut it down , to like 1 more , so i think we should do uh
28	145	345.661	347.650	A	uh zurich to saint gallen
28	146	351.793	352.242	B	go .
28	147	352.776	353.745	A	zurich to saint gallen ?
28	148	353.703	357.742	B	yeah i think wait let me just look , yeah try that .
28	149	358.411	359.225	B	okay um
28	150	360.040	363.040	B	now i could go saint gallen to mount davos .
28	151	363.908	364.891	B	i'm gonna do that .
28	152	364.933	366.997	A	oh yeah yeah it's 1 francs .
28	153	367.222	368.163	A	submit submit .
28	154	368.163	369.315	B	submit submit .
28	155	369.691	370.323	B	good .
28	156	370.771	376.079	R	you are away from the minimum by 6 francs let's try again .
28	157	376.778	377.270	A	okay .
28	158	378.787	380.374	B	okay maybe i have an idea .
28	159	380.961	382.113	B	we should get like um
28	160	384.416	386.649	B	okay i have an idea , this might not work .
28	161	387.274	387.709	A	yeah .
28	162	388.242	389.660	B	go all the way around the edge .
28	163	390.344	391.074	B	just try it .
28	164	391.102	391.439	A	okay .
28	165	391.650	392.632	B	all the way around the edge .
28	166	394.559	396.455	B	to mount basel to mount , zurich to mount basel .
28	167	395.641	396.160	A	oh
28	168	398.231	399.705	B	uh no don't that's 5 .
28	169	399.673	400.796	A	oh yeah that's 5 .
28	170	400.417	401.133	B	i'm gonna erase that .
28	171	401.301	402.102	A	erase erase .
28	172	401.835	402.200	B	there .
28	173	402.509	403.267	B	and then go
28	174	402.930	404.362	A	and the to basel ?
28	175	403.464	404.545	B	bern to basel .
28	176	405.501	406.287	A	and then
28	177	405.725	407.045	B	and then to neuchatel
28	178	408.587	409.149	A	is it 5 ?
28	179	409.846	411.363	B	no wait let me rub that out again .
28	180	411.627	413.888	A	and you mount bern to mount interlaken
28	181	416.576	417.419	A	to montreux
28	182	419.115	420.196	B	montreux go to montreux .
28	183	420.882	422.104	B	they're 2 you see that's 2 .
28	184	421.725	422.277	A	and
28	185	422.450	424.008	B	and then maybe we do it like this ?
28	186	422.478	425.272	A	and and luzern to zermatt luzern to zermatt no no .
28	187	425.621	426.112	A	oh yeah .
28	188	426.112	426.730	A	you can do that .
28	189	426.812	427.570	B	and then like that .
28	190	427.205	428.188	A	no no , no .
28	191	428.318	428.935	B	how much is that ?
28	192	428.632	430.466	A	no no um erase this .
28	193	431.304	432.020	A	erase this .
28	194	432.663	433.393	B	why ?
28	195	432.663	433.646	A	yeah it's the same .
28	196	433.646	434.432	A	it the same .
28	197	433.730	434.966	B	that's 2 that's 2 though .
28	198	434.964	435.609	A	it's the same .
28	199	436.548	437.418	B	oh yes .
28	200	438.652	439.789	B	okay submit .
28	201	439.326	440.056	A	submit .
28	202	440.239	445.790	R	you are away from the minimum by 4 francs let's try again .
28	203	443.670	444.877	B	so close .
28	204	445.214	445.678	B	okay
28	205	446.015	453.932	B	let's though let's remember that i have past solution so i think we should try , interlaken to luzern , see how much that is , interlaken to luzern .
28	206	454.293	455.907	A	interlaken , to luzern ?
28	207	455.599	456.006	B	yeah .
28	208	457.669	459.537	B	4 , erase that , too much .
28	209	461.526	463.295	B	okay i think we should do , interlaken
28	210	463.744	464.882	B	to that um
28	211	466.000	468.191	B	this is the best option because that's 2 .
28	212	468.635	469.113	A	yeah .
28	213	469.365	470.390	B	then like that
28	214	470.795	472.466	A	no it's 4 , come on .
28	215	471.638	472.747	B	oh then rub that out .
28	216	474.529	475.764	B	then go to neuchatel .
28	217	476.424	477.098	A	neuchatel .
28	218	479.728	480.613	B	that's 2 as well
28	219	480.697	481.006	A	yeah .
28	220	481.006	482.157	B	then what if we got that ?
28	221	481.006	483.140	A	because it doesn't have anything like
28	222	482.508	483.365	B	how much is that ?
28	223	484.096	484.447	A	what ?
28	224	484.208	485.753	B	i did the neuchatel to interlaken .
28	225	484.517	485.879	A	it's 3 3 3 .
28	226	486.116	487.141	B	that's , good .
28	227	487.293	487.840	A	it's okay .
28	228	488.276	489.638	A	just go go neuchatel to
28	229	490.646	491.124	A	4 .
28	230	491.236	493.913	B	then rub that out and then go , interlaken to mount bern .
28	231	495.930	496.943	B	that's also 4 .
28	232	497.444	498.792	B	rub it out rub it out rub it out .
28	233	498.778	499.536	A	it's your turn .
28	234	499.568	500.930	B	oh , i know , okay .
28	235	502.096	502.995	A	basel ?
28	236	502.560	504.315	B	not just , on the rubber .
28	237	503.388	505.410	A	basel to to mount bern first .
28	238	508.650	510.068	B	well how much is , i can't go like that .
28	239	510.236	512.244	A	okay so luzern to mount bern .
28	240	511.851	512.413	B	go like that .
28	241	513.318	514.885	B	that's 3 , then go to mount bern .
28	242	515.214	516.267	A	i'll go to zurich .
28	243	516.952	518.062	B	how much is zurich ?
28	244	518.253	518.955	A	i think 2 .
28	245	518.422	518.955	B	2 .
28	246	519.601	520.725	A	adding zurich to bern .
28	247	521.205	521.739	B	uh yeah .
28	248	526.997	527.376	A	okay .
28	249	527.992	528.469	B	then
28	250	528.762	529.562	A	oh it's 3 .
28	251	529.562	530.362	B	like that .
28	252	531.675	532.461	B	like that
28	253	532.616	534.230	B	how much is that , 3 and 3 .
28	254	533.837	534.230	A	3 .
28	255	536.686	537.655	A	is that how much that ?
28	256	537.290	537.992	B	okay check .
28	257	537.939	538.702	A	how much that ?
28	258	538.680	539.382	B	that's 2 .
28	259	539.672	540.079	A	okay .
28	260	540.529	546.112	R	you are away from the minimum by 1 francs let's try again
28	261	543.037	544.104	A	oh
28	262	543.352	545.340	B	oh , 1 franc .
28	263	546.281	549.196	B	1 franc , which option haven't we tried ?
28	264	550.175	551.073	A	i don't know .
28	265	551.936	554.286	A	mount um montreux to zermatt .
28	266	555.158	556.070	B	we've done that before .
28	267	556.169	556.829	A	how much that ?
28	268	556.815	557.320	B	2 .
28	269	557.793	558.186	A	okay .
28	270	558.214	559.464	B	can you go uh
28	271	558.677	559.913	A	to interlaken
28	272	560.250	561.312	A	for sure this one .
28	273	560.484	561.635	B	that's too much that's 4 .
28	274	561.312	562.267	A	oh that's 4 .
28	275	562.281	562.857	B	that's 4 .
28	276	562.787	564.022	A	okay so delete that .
28	277	564.278	564.966	A	to neuchatel .
28	278	565.736	566.761	A	montreux to neuchatel .
28	279	569.023	570.216	B	then how much that's 4 as well .
28	280	570.610	571.003	A	really ?
28	281	570.961	572.070	B	yeah i remember that's 4 .
28	282	572.652	573.228	B	let's go
28	283	572.807	574.576	A	no that's 2 that's 2 i can remember .
28	284	575.169	576.629	A	i have the thingies .
28	285	575.787	576.657	B	2 oh yeah 2 .
28	286	577.360	579.281	A	and then to basel or not ?
28	287	579.735	580.451	B	try basel .
28	288	580.703	581.644	B	i'll rub it out if .
28	289	581.785	582.459	B	4 too much .
28	290	584.593	585.098	B	okay .
28	291	585.571	586.399	B	i have an idea .
28	292	586.540	588.253	B	i go to luzern how much is that ?
28	293	586.792	587.607	A	luzern ?
28	294	588.196	589.390	A	3 , 3 is okay .
28	295	589.447	590.276	B	and how much is that ?
28	296	591.062	592.562	B	uh mount luzern to davos .
28	297	592.840	595.522	A	luzern to davos uh i i'll i'll i'll check .
28	298	597.469	599.284	A	is uh luzern 3 .
28	299	599.410	601.056	B	3 and zermatt to davos ?
28	300	601.056	604.907	A	zermatt to davos , we have oh 3 too , it's okay .
28	301	605.964	606.455	B	and then
28	302	607.293	609.104	B	let's go like that and go to saint gallen .
28	303	610.666	611.214	A	which one ?
28	304	611.214	611.902	B	saint gallen .
28	305	612.402	613.750	A	davos to saint gallen ?
28	306	613.512	613.863	B	yeah
28	307	614.691	615.168	A	it's 3 .
28	308	615.411	616.337	B	2 , it's 2 .
28	309	616.127	617.489	A	2 , it's 2 .okay .
28	310	617.079	617.542	B	and then
28	311	618.118	619.663	B	we've to connect
28	312	619.663	620.874	A	oh luzern to bern .
28	313	621.521	623.430	B	no we're at okay yeah uh
28	314	623.486	624.862	A	luzern to zurich .
28	315	625.913	626.812	B	no , no no no
28	316	626.447	627.457	A	it's 2 it's 2 .
28	317	628.169	628.674	B	oops
28	318	629.346	629.936	A	it's 2 .
28	319	629.444	630.062	B	it's 2 ?
28	320	630.228	631.197	A	yeah you
28	321	631.450	631.896	B	sorry .
28	322	632.689	635.721	B	and then go to uh zurich , go to bern go to bern zurich to bern .
28	323	636.737	637.257	B	and
28	324	637.959	639.784	B	then bern to interlaken .
28	325	641.083	643.076	A	bern to , no uh no .
28	326	643.554	645.014	B	then go luzern to interlaken .
28	327	643.596	645.632	A	i think montreux montreux to interlaken .
28	328	645.559	647.048	B	no i think it's luzern to interlaken .
28	329	646.528	647.441	A	oh yeah it's okay .
28	330	647.658	648.459	B	how much is that ?
28	331	648.459	649.062	A	it's 4 .
28	332	649.455	650.214	B	how much is that ?
28	333	650.466	651.349	A	that's 4 too .
28	334	651.335	653.160	B	okay rub it out and go bern to interlaken .
28	335	655.177	655.697	B	bern .
28	336	655.795	656.539	B	that's 4 .
28	337	656.829	657.812	B	then we rub it out .
28	338	658.357	659.085	B	zermatt ?
28	339	659.562	660.756	A	yeah it's 2 it's 2 .
28	340	660.138	661.205	B	2 2 2 2 2 .
28	341	661.273	661.666	A	okay .
28	342	661.329	662.143	B	and then we just have to
28	343	662.172	663.351	A	bern to basel .
28	344	664.475	665.444	A	no no no
28	345	664.939	667.733	B	no no no , it just basel go to basel yeah go to basel .
28	346	667.983	668.601	A	submit .
28	347	668.629	669.247	B	submit .
