team_no	utterance_no	start	end	interlocutor	utterance
11	58	214.008	215.895	B	i can't i'll be going here .
11	59	216.545	217.294	B	okay there you go .
11	60	218.238	219.916	B	can you go from zurich to basel ?
11	61	220.370	220.960	A	uh
11	62	221.754	224.839	A	i guess i try and get as many as possible .
11	63	227.022	228.864	A	i'm going to
11	64	227.771	229.463	B	i think that's everything we can do .
11	65	230.302	230.737	A	wait .
11	66	230.991	234.556	B	no can you go from , okay wait wait wait , let me try this , yeah .
11	67	235.672	236.810	A	oh my goodness .
11	68	236.616	238.683	B	okay that's everything , we can't go over .
11	69	239.573	240.891	B	yeah that's everything we can do .
11	70	240.805	241.719	A	so wait .
11	71	242.139	243.277	B	that's everything we can do .
11	72	243.726	244.895	B	can we go over ?
11	73	243.906	244.655	A	yeah .
11	74	245.288	247.310	B	well try to go from luzern to gallen .
11	75	246.786	247.310	A	no .
11	76	247.550	247.850	A	just
11	77	248.149	248.823	A	press go .
11	78	248.149	249.124	B	yeah i'm submitting .
11	79	248.539	254.549	R	you are away from the minimum by 42 francs let's try again.
11	80	254.549	265.752	R	by the way you guys now also have a button on the bottom of the screen in the abstract view for comparing solutions .
11	81	267.459	268.507	A	okay .
11	82	273.956	277.242	I	i've applied your solution , previous solution .
11	83	277.167	277.661	B	what ?
11	84	278.021	293.629	I	so you applied by ....
11	85	282.505	283.224	B	yeah .
11	86	298.089	299.362	B	why i can't do that ?
11	87	324.479	329.257	B	take the uh one from mount davos to zurich take that one away .
11	88	328.284	329.692	A	i'm gonna start again .
11	89	375.622	376.970	A	how do we start again ?
11	90	377.951	389.658	I	you can submit it and then start again .
11	91	386.512	389.073	A	oh submit it um bob .
11	92	388.654	389.178	B	wait .
11	93	393.386	394.300	A	you submit it ?
11	94	394.764	395.783	B	no do one more .
11	95	396.846	397.850	B	go from
11	96	398.389	398.973	B	oh wait .
11	97	399.579	400.477	B	did you something ?
11	98	400.373	401.870	A	i was gonna do it this way .
11	99	403.842	404.756	A	just submit it .
11	100	405.011	405.460	B	go .
11	101	405.640	406.853	A	and we start again .
11	102	407.272	416.482	R	you are not that far from the minimum the difference is only 28 francs i am sure you can do it .
11	103	413.801	415.329	B	we need to get less .
11	104	416.332	418.519	B	and i think i know how to do it , okay wait .
11	105	418.504	419.298	A	okay .
11	106	420.007	426.141	B	that and that , just start by going the circle , and then we will do the inside , we will find out the inside .
11	107	426.868	427.707	A	okay .
11	108	434.248	437.184	A	no wait , okay .
11	109	448.370	456.519	A	i did a circle , and i want mount zurich to bern to mount interlaken
11	110	456.836	458.154	B	go there .
11	111	459.562	460.730	B	should we submit ?
11	112	461.239	461.958	A	no .
11	113	461.748	464.385	B	we're we're twelve , we're two over .
11	114	466.456	469.631	B	yeah look at top left , we're already two over , we have ten .
11	115	471.080	474.974	A	i've twelve lines , and i've twelve circles but i don't wanna do that .
11	116	476.712	478.150	B	just try to submit .
11	117	479.089	480.977	A	no i won't try to submit .
11	118	481.246	482.325	A	i can do more .
11	119	482.624	484.781	B	no because i'm not gonna do way over .
11	120	487.167	488.905	A	okay submit .
11	121	489.773	498.311	R	you are not that far from the minimum the difference is only 14 francs i am sure you can do it
11	122	499.569	501.696	B	now we're only gonna need to take two away .
11	123	502.565	504.153	B	so just do the same thing .
11	124	505.698	507.345	A	i told you we could do more .
11	125	507.585	508.903	B	no we only have
11	126	514.255	517.281	B	the more we do the less money we have .
11	127	517.281	520.186	A	i've got ten mountains and then .
11	128	519.048	520.186	B	you've one more .
11	129	520.905	521.984	B	yo're one above .
11	130	542.117	544.094	B	you've got it , one two
11	131	545.293	546.161	B	one .
11	132	545.532	549.816	A	i've got eight bars right now , how many bars did you use ?
11	133	548.113	553.865	B	two now go go from luzern to bern and then to interlaken , then we're done .
11	134	554.087	555.345	A	wait what ?
11	135	555.286	557.412	B	go from luzern to bern .
11	136	557.922	559.689	A	okay to bern .
11	137	559.689	561.517	B	and then down to interlaken .
11	138	565.189	566.207	A	can't .
11	139	566.956	567.945	B	can't ?
11	140	574.880	579.283	A	yeah , i've got it , i've got 12 bars and 10 circles
11	141	579.223	581.410	B	yeah , we've both at the same .
11	142	580.721	581.560	R	i see .
11	143	582.279	583.148	A	submit ?
11	144	583.507	584.406	B	yeah .
11	145	583.957	584.706	A	go .
11	146	587.115	592.657	R	you are away from the minimum by 13 francs let's try again .
11	147	592.163	593.181	A	okay .
11	148	593.391	597.405	B	i think know how to do , so , i can do this .
11	149	600.581	602.708	B	then could do basel then bern .
11	150	602.708	606.063	A	i'm just gonna do a circle because circle is a good idea .
11	151	606.371	607.659	B	that's how we're supposed to do .
11	152	608.678	609.756	B	then go to bern .
11	153	610.664	611.832	A	okay wait .
11	154	611.832	612.880	B	go to bern .
11	155	614.862	616.000	B	oh you should've gone to bern .
11	156	616.030	617.618	A	okay i don't wanna go to bern .
11	157	619.244	622.090	B	well now you go to zurich and saint gallen .
11	158	622.167	625.492	A	zurich , wait do i do this , the circle ?
11	159	626.032	627.559	B	yeah , just keep on going .
11	160	629.387	631.034	B	and then saint gallen yeah .
11	161	631.124	632.622	A	but now i got six bars .
11	162	631.753	633.221	B	then i do this .
11	163	633.521	634.479	B	and this .
11	164	634.809	637.355	B	then we've two more moves so go to
11	165	637.866	640.352	B	zermatt , go from zermatt
11	166	640.397	640.877	A	wait .
11	167	640.727	641.281	B	or no
11	168	641.610	643.063	B	yeah , and then
11	169	644.223	645.932	B	i think we're done , submit , submit .
11	170	644.268	645.586	A	right now i've got
11	171	646.425	648.028	B	because that was to have ten out of ten .
11	172	649.682	655.335	R	you are away from the minimum by 10 francs let's try again
11	173	655.664	657.237	B	it's impossible .
11	174	655.824	665.505	R	hey guys maybe it would be easier to solve the problem if you look at your previous solutions more .
11	175	665.813	666.966	A	okay .
11	176	669.876	670.550	B	i can't .
11	177	670.086	671.539	A	we were at
11	178	673.196	678.529	A	price 35 the first one we were at price 50 .
11	179	679.292	683.101	A	uh price 34 then we've we've got price 50 then we've got
11	180	685.584	686.722	A	okay .
11	181	700.372	702.783	B	go from bern to zurich and then to basel .
11	182	702.274	704.700	A	wait wait wait , i'm gonna do the circle .
11	183	703.892	705.929	B	go from bern to zurich then but probably yeah.
11	184	705.545	707.387	A	wait wait wait i'm doing the circle .
11	185	715.131	719.582	A	i've got seven and eight i've got ten circles and eight lines .
11	186	720.211	721.739	B	i'm taking that away .
11	187	722.837	723.920	B	putting that one there .
11	188	724.100	726.167	B	go from saint gallen to davos .
11	189	726.347	726.826	A	wait .
11	190	727.066	729.088	B	just go from saint gallen to davos ?
11	191	729.725	733.200	A	saint gallen to
11	192	735.432	735.807	B	there .
11	193	735.852	740.420	A	but where's saint gallen to davos , i've got it , then
11	194	736.706	739.057	B	and then i need to do this somehow .
11	195	741.139	744.944	A	i've got ten so we need could do it two more try with doing two more .
11	196	745.550	751.919	A	go to mount davos to mount luzern to mount luzern and mount luzern to zermatt .
11	197	750.948	752.146	B	mount luzern ?
11	198	755.272	756.799	B	way to mount luzern .
11	199	757.279	757.908	A	yes .
11	200	758.447	760.080	A	then we will be at eight point .
11	201	759.795	761.203	B	there you go , submit .
11	202	765.995	768.511	A	then go to mount davos to luzern .
11	203	766.999	767.538	B	submit .
11	204	768.646	769.785	A	oh you want to submit ?
11	205	769.245	769.904	B	yeah .
11	206	769.785	770.174	A	okay .
11	207	770.174	770.608	B	try .
11	208	770.577	779.219	R	you are not that far from the minimum the difference is only 13 francs i am sure you can do it
11	209	775.759	776.598	B	again ?
11	210	779.496	780.230	A	okay .
11	211	785.691	786.320	B	okay .
11	212	787.548	788.357	B	let's see .
11	213	789.645	791.008	B	let's do this .
11	214	795.668	798.274	B	go let's not try to do the circle now this is
11	215	798.723	800.012	A	no because in the circle we
11	216	800.775	801.180	A	okay .
11	217	800.775	802.123	B	just , just trust me .
11	218	807.319	807.963	A	i've got
11	219	811.341	813.617	A	we're ten out of ten before wait
11	220	811.655	812.045	B	wait .
11	221	813.048	816.059	B	then , six seven eight nine .
11	222	813.617	815.610	A	we were price 35 .
11	223	816.046	817.848	A	before we were price 32 .
11	224	818.507	819.466	B	six .
11	225	820.596	824.206	B	go from basel to zurich and then from zurich to saint gallen .
11	226	823.937	825.919	A	okay so basel to zurich .
11	227	826.249	827.851	B	then zurich to saint gallen .
11	228	826.249	827.926	A	zurich to saint gallen .
11	229	828.885	830.491	A	then we're at eight .
11	230	828.933	830.656	B	and then i'll do this .
11	231	830.746	832.363	A	and then the price was 32 .
11	232	831.974	832.753	B	okay let's try .
11	233	832.873	833.277	A	uh wait
11	234	833.472	834.895	B	this this , i think this is good this is good .
11	235	835.336	836.145	A	okay .
11	236	836.669	845.057	R	you are not that far from the minimum the difference is only 7 francs i am sure you can do it
11	237	842.750	843.694	A	okay so
11	238	846.036	846.640	A	okay .
11	239	846.977	847.608	B	okay .
11	240	847.637	849.041	A	do the same thing .
11	241	849.209	851.259	B	no i'm doing , this .
11	242	851.362	852.485	A	and then you can have some
11	243	864.700	865.290	B	it's my turn ?
11	244	866.554	870.808	A	you've got mount saint gallen mount davos mount luzern
11	245	869.530	870.485	B	there you go .
11	246	871.047	873.476	B	now go from zermatt to mountreux .
11	247	874.052	874.810	B	mountreux .
11	248	875.224	878.032	A	uh yeah .
11	249	878.570	879.960	A	it's seven now .
11	250	881.322	885.141	B	so it's two , five , seven .
11	251	883.456	885.197	A	maybe uh go to mount
11	252	885.774	887.417	B	it's your turn you still have one more move .
11	253	887.403	887.993	A	um
11	254	887.908	889.771	B	go from montreux to neuchatel .
11	255	892.382	892.873	A	okay .
11	256	892.606	893.968	B	then i'll do this .
11	257	893.842	896.229	A	wait , i wanna
11	258	897.137	898.779	A	before we had 29 .
11	259	899.074	900.099	B	okay let's submit now .
11	260	900.662	901.153	B	it's good .
11	261	901.294	902.038	A	okay .
11	262	902.824	910.599	R	you are not that far from the minimum the difference is only 2 francs i am sure you can do it
11	263	907.735	909.027	A	oh my goodness !
11	264	911.218	914.125	A	i told you , we should have added two things .
11	265	911.639	912.945	B	okay well let me just
11	266	917.240	918.251	A	so it was
11	267	918.527	920.718	B	no that's how much we need to pay back .
11	268	925.005	927.953	A	i thought , i want to neuchatel to montreux .
11	269	927.971	929.558	B	go montreux to interlaken .
11	270	933.001	937.536	B	and to zermatt and to bern i can do bern then .
11	271	938.758	939.614	A	we have to get
11	272	940.808	942.577	A	lower than 24 .
11	273	943.665	944.465	A	29 .
11	274	947.617	949.120	A	okay now where do i go ?
11	275	948.095	950.852	B	go to zurich , and then from zurich to luzern .
11	276	951.229	952.914	A	wait mount bern to zurich .
11	277	952.914	953.513	B	yeah .
11	278	954.584	955.342	A	and then to
11	279	955.482	956.142	B	luzern .
11	280	956.788	958.136	B	it's under uh zurich .
11	281	958.892	960.422	A	i think we should do two more .
11	282	960.979	961.723	B	we're gonna .
11	283	965.026	965.419	B	no .
11	284	968.059	968.817	B	uh okay .
11	285	970.221	971.541	B	one , two .
11	286	972.327	973.015	B	submit .
11	287	973.820	979.605	R	you are away from the minimum by 9 francs let's try again
11	288	976.853	977.260	B	what ?
11	289	977.878	978.510	A	okay wait .
11	290	979.900	982.991	I	so you guys are not looking at your previous solution .
11	291	983.426	984.086	B	kinda
11	292	984.901	990.420	I	the best one that you've got just where you can reduce 2 , 2 francs .
11	293	990.519	991.558	B	um
11	294	996.233	1000.670	A	so okay , saint gallen .
11	295	1001.611	1004.728	B	and then from saint gallen to luzern .
11	296	1006.434	1008.386	A	saint gallen to luzern .
11	297	1009.923	1010.415	A	i
11	298	1012.097	1013.796	A	i can't go to luzern .
11	299	1012.842	1014.653	B	oh no you can't , then you
11	300	1015.227	1015.929	B	um
11	301	1016.421	1018.035	B	then go to
11	302	1017.221	1019.327	A	mount davos to luzern i can do .
11	303	1021.077	1022.243	B	okay do that yeah .
11	304	1022.842	1024.325	A	okay wait i'm gonna look at my
11	305	1025.645	1026.600	B	okay where should i go next ?
11	306	1026.305	1027.429	A	previous one was
11	307	1027.653	1029.338	B	okay where should i go next ?
11	308	1028.243	1031.285	A	24 was our best , if we take two .
11	309	1034.705	1037.092	B	where nothing's left out .
11	310	1039.856	1041.260	A	okay our best was 24 .
11	311	1040.895	1042.172	B	okay where should i go ?
11	312	1043.513	1044.061	A	um ?
11	313	1044.873	1047.760	B	you need to tell me where to go because i can't see our previous ones .
11	314	1047.887	1048.547	A	uh
11	315	1051.182	1053.339	B	we need to be able to take away 2 francs .
11	316	1051.247	1053.359	A	mount to mount gallen
11	317	1053.598	1055.051	A	okay now go to
11	318	1059.090	1060.034	A	zurich .
11	319	1060.678	1061.352	B	from where ?
11	320	1064.093	1064.752	B	from luzern ?
11	321	1064.452	1065.920	A	yeah luzern to zurich .
11	322	1066.620	1067.683	B	how much did that cost ?
11	323	1068.132	1068.821	A	2 .
11	324	1069.091	1069.675	B	2 okay .
11	325	1071.263	1071.787	A	then
11	326	1071.308	1072.132	B	then from where ?
11	327	1071.787	1073.165	A	we go to zurich .
11	328	1074.869	1075.722	A	to bern .
11	329	1076.366	1077.460	B	how much did that cost ?
11	330	1077.819	1078.284	A	4 .
11	331	1080.828	1081.831	B	no it cost 3 .
11	332	1080.948	1081.727	A	my turn .
11	333	1082.120	1082.924	A	no it cost 4 .
11	334	1083.196	1083.844	B	no it cost 3 .
11	335	1084.524	1085.613	A	okay .
11	336	1085.173	1087.921	B	so now , so best was 24 .
11	337	1089.035	1093.404	B	so let me got , we've got five , seven
11	338	1091.719	1092.704	A	where do i go now ?
11	339	1094.753	1097.099	A	we need to take off 2 and then we do it .
11	340	1096.732	1098.288	B	we're at 10 francs right now .
11	341	1099.377	1100.855	B	go from
11	342	1101.309	1102.618	B	bern to basel .
11	343	1103.057	1104.678	A	bern to basel .
11	344	1106.052	1108.205	B	3 francs okay we've got 13 francs right now .
11	345	1109.372	1113.251	B	can you go from basel , no you can't , um .
11	346	1114.470	1116.249	B	try to go from basel
11	347	1116.768	1117.779	B	um
11	348	1118.181	1120.617	B	to mount zermatt , can you do that ?
11	349	1120.552	1121.213	A	mount
11	350	1122.990	1123.444	A	no .
11	351	1124.429	1125.194	B	okay
11	352	1126.426	1128.267	B	go from montreux to luzern .
11	353	1128.176	1129.901	A	try to not use 2 francs .
11	354	1129.577	1131.379	B	i know just go from montreux to luzern .
11	355	1131.833	1136.422	A	luzern , what what , okay so i go to mount basel to montreux ?
11	356	1136.845	1138.887	B	no from montreux to luzern .
11	357	1138.947	1140.904	A	i'm not , i i don't have montreux .
11	358	1141.694	1142.217	B	yeah you do .
11	359	1142.083	1144.575	A	i mean i do but it's like not connected to anyone .
11	360	1143.770	1147.161	B	okay then go from luzern to montreux , because they has to be connected somehow .
11	361	1147.161	1148.085	A	luzern .
11	362	1152.461	1154.162	A	where is luzern , oh here .
11	363	1155.308	1156.414	A	i can't .
11	364	1156.329	1158.152	B	then go from luzern to montreux .
11	365	1159.622	1160.558	A	i can't .
11	366	1160.668	1161.239	B	why ?
11	367	1161.445	1162.369	A	i don't know .
11	368	1162.005	1162.867	B	should be able to .
11	369	1163.926	1164.777	A	it doesn't work .
11	370	1164.777	1166.673	B	maybe the trees there i don't know .
11	371	1166.186	1167.232	A	yeah the trees .
11	372	1167.244	1168.119	B	um
11	373	1170.246	1171.559	B	we're at 13 francs right now .
11	374	1170.416	1172.324	A	try to leave out 2 francs like
11	375	1173.641	1176.534	B	we're at 13 francs right now , okay go from bern to interlaken .
11	376	1177.068	1177.725	A	bern
11	377	1178.670	1182.231	A	to interlaken , okay , my turn
11	378	1182.705	1183.300	B	okay
11	379	1183.312	1185.245	A	i'm gonna go our best was 24 we
11	380	1183.872	1185.245	B	so we're at
11	381	1185.637	1186.706	A	uh we
11	382	1186.050	1188.116	B	right now we're at 17 francs .
11	383	1188.797	1191.993	B	and we still need to connect one two three mountains .
11	384	1188.809	1189.721	A	okay .
11	385	1190.255	1193.087	A	we should get 22 francs that's
11	386	1193.817	1194.278	B	yeah .
11	387	1194.877	1197.138	A	and we're at 17 .
11	388	1197.830	1199.763	A	so to mount basel .
11	389	1199.666	1203.579	I	so guys you have uh three four minutes left , to solve this .
11	390	1202.838	1203.336	B	okay .
11	391	1203.810	1204.855	A	okay .
11	392	1205.126	1207.399	A	13 , we're at 17 .
11	393	1207.316	1208.213	B	yeah , we are .
11	394	1207.885	1208.274	A	okay .
11	395	1209.939	1210.559	B	let's go .
11	396	1210.461	1211.203	A	20 .
11	397	1213.561	1214.229	A	um
11	398	1220.620	1221.495	B	where should i go ?
11	399	1221.058	1221.396	A	okay
11	400	1221.896	1222.431	A	you're at
11	401	1223.680	1227.897	A	um go to your mount interlaken go to zermatt .
11	402	1228.335	1229.064	B	zermatt ?
11	403	1228.967	1229.368	A	yeah .
11	404	1230.472	1231.541	B	how much did that cost ?
11	405	1231.541	1231.943	A	2 .
11	406	1232.380	1232.927	B	okay .
11	407	1233.255	1234.373	A	how me
11	408	1233.255	1234.660	B	so , we're 19 now .
11	409	1236.330	1238.008	B	we can only use 4 more francs .
11	410	1238.418	1239.195	B	no , 3 .
11	411	1239.499	1244.816	R	so guys , you have 5 more minutes to find the best solution .
11	412	1244.852	1246.663	A	okay um .
11	413	1245.581	1247.879	R	you can do it .
11	414	1248.511	1251.342	B	okay , try to go , i'm just gonna try something .
11	415	1253.360	1256.095	A	go to , go to um montreux
11	416	1256.228	1258.659	B	montreux from where , from where
11	417	1256.265	1258.513	A	we'll go at one point .
11	418	1259.157	1261.017	A	um go to zermatt to montreux
11	419	1259.291	1260.008	B	zermatt .
11	420	1262.658	1263.812	A	okay , now submit .
11	421	1264.833	1265.417	A	we're at
11	422	1265.540	1268.292	B	no, we still have necuhatel to do , it's lonely .
11	423	1266.037	1267.155	A	we're at 21 .
11	424	1268.442	1270.703	B	we can't do it , it's not connected to anything .
11	425	1272.720	1276.038	B	try to go from , montreux to neuchatel .
11	426	1277.375	1278.980	A	yeah , and then , yeah .
11	427	1279.138	1279.745	B	submit .
11	428	1280.771	1281.987	A	okay .
11	429	1281.525	1289.478	R	you are not that far from the minimum the difference is only 1 francs i am sure you can do it .
11	430	1283.850	1284.895	B	2 francs .
11	431	1287.047	1289.113	A	i told you we 1 francs .
11	432	1289.478	1291.349	B	it's impossible oh my god .
11	433	1290.353	1300.498	R	hey guys maybe it would be easier to solve the problem if you look at your previous solutions more
11	434	1301.271	1302.742	A	okay , so
11	435	1302.828	1305.464	B	oh my god , 23 francs , okay .
11	436	1304.698	1305.464	A	it's my turn .
11	437	1305.683	1307.591	B	now we need minus 1 franc .
11	438	1307.555	1310.192	A	go look at , look at the pre , look at this one .
11	439	1309.511	1312.039	B	okay let's see try to go can you
11	440	1313.097	1314.981	B	go from neuchatel to interlaken .
11	441	1315.306	1316.801	A	neuchatel .
11	442	1319.973	1321.723	A	neuchatel to interlaken okay .
11	443	1322.082	1323.504	A	how many does that cost ?
11	444	1322.811	1323.929	B	it's 3 francs .
11	445	1324.160	1324.707	A	okay .
11	446	1325.448	1326.797	A	i already add .
11	447	1325.825	1327.891	B	okay then go from
11	448	1331.961	1333.407	A	neuchatel to basel
11	449	1333.589	1334.914	A	how much do that cost ?
11	450	1335.631	1336.494	B	it cost 4 .
11	451	1337.078	1337.296	B	but
11	452	1337.430	1338.451	A	so we're at
11	453	1339.448	1340.420	B	so we're at 7 .
11	454	1340.505	1342.742	A	w have to okay um .
11	455	1343.401	1344.786	A	if that cost
11	456	1345.771	1346.925	A	it's 7 francs .
11	457	1347.278	1347.898	A	um
11	458	1348.603	1349.150	A	go to
11	459	1349.854	1352.832	A	basel , wait we already went there , go to bern
11	460	1353.391	1354.036	B	from where ?
11	461	1354.461	1355.421	A	basel to bern .
11	462	1356.053	1356.965	B	how much did that cost ?
11	463	1357.317	1357.803	A	3 .
11	464	1358.046	1358.508	B	3 .
11	465	1359.076	1360.365	B	we'll be at 10 okay .
11	466	1360.972	1362.139	A	10 we have to do
11	467	1361.216	1362.091	B	and then
11	468	1362.723	1363.804	A	find 12 .
11	469	1363.719	1365.409	B	okay i'm gonna go from
11	470	1364.728	1365.555	A	so wait .
11	471	1366.177	1368.256	A	right now we're at , 10 .
11	472	1369.192	1370.601	A	um 4 that would make it
11	473	1371.744	1373.883	A	14 .
11	474	1374.213	1378.054	B	how much does it cost to go from uh zurich to saint gallen ?
11	475	1379.915	1382.869	A	go to interlaken that costs 4 francs and we will be at 14 .
11	476	1383.355	1384.254	B	yeah it's too much
11	477	1385.117	1387.864	B	the longer the tracks the lot , the less money it costs .
11	478	1387.966	1389.413	A	okay so go to zurich .
11	479	1390.227	1390.823	B	from bern ?
11	480	1390.993	1392.974	A	yeah , it cost 3 francs .
11	481	1393.569	1394.238	A	okay .
11	482	1393.922	1394.882	B	we're at 13 .
11	483	1397.006	1399.668	B	okay go to , wait .
11	484	1401.396	1403.413	B	i'll be at 16 , wait .
11	485	1404.300	1406.136	B	go from zurich to luzern .
11	486	1411.542	1412.065	A	we're at
11	487	1412.271	1414.228	B	and now go to
11	488	1414.617	1415.845	B	from luzern
11	489	1417.444	1419.474	B	can you go to montreux from luzern ?
11	490	1420.422	1422.743	A	montreux montreux montreux , yeah um no .
11	491	1422.974	1423.436	B	okay .
11	492	1423.922	1424.894	B	um
11	493	1425.271	1428.990	B	then go to , davos , luzern to davos .
11	494	1429.610	1430.777	A	okay that's our last try .
11	495	1431.834	1433.366	B	that is , the what
11	496	1432.065	1433.585	A	okay we're at how many now ?
11	497	1433.964	1435.119	B	18 .
11	498	1435.350	1440.151	A	18 19 20 , 20 21 oh we're good , we have to find a 4 .
11	499	1439.701	1441.366	B	how much does it cost to go from
11	500	1440.552	1441.281	A	okay go to
11	501	1442.083	1444.696	B	i'm going to saint gallen how much does that cost from davos ?
11	502	1444.332	1445.717	A	saint gallen that costs 2 .
11	503	1446.021	1446.799	B	from davos ?
11	504	1446.629	1448.427	A	we won't do it this time 2 .
11	505	1448.244	1449.630	B	that will be 18 .
11	506	1450.244	1455.149	A	19 20 21 22 18 19 20 21 22
11	507	1451.819	1453.253	B	we're gonna get 22 .
11	508	1454.335	1455.198	B	uh i'm gonna
11	509	1455.562	1459.208	A	and we will need 4 francs , we will never do that .
11	510	1457.410	1459.962	B	how much does it cost to go from interlaken to zermatt ?
11	511	1460.897	1465.187	A	interlaken to zermatt 2 but we already did that .
11	512	1465.962	1466.485	B	okay .
11	513	1467.311	1467.894	B	go .
11	514	1468.624	1469.948	A	why did you do that ?
11	515	1469.876	1470.811	B	just go .
11	516	1470.957	1472.306	A	okay what you wanted me to do ?
11	517	1472.727	1473.723	B	um
11	518	1476.567	1476.981	B	wait .
11	519	1477.236	1478.147	A	quick bob .
11	520	1478.403	1480.102	B	i'm trying geez .
11	521	1481.317	1482.265	B	uh
11	522	1482.727	1484.307	B	go to
11	523	1486.851	1488.516	A	right now we're at ten mountains .
11	524	1487.516	1488.953	B	zermatt to luzern .
11	525	1489.293	1490.302	A	zermatt .
11	526	1493.863	1495.541	A	okay i've got it to luzern .
11	527	1497.164	1497.383	A	wait .
11	528	1497.553	1498.197	B	okay .
11	529	1498.829	1501.734	A	i can't oh yeah i can , i've go it .
11	530	1502.354	1505.560	A	we're at , seven , one of uh like
11	531	1505.001	1506.909	B	now go from saint gallen to davos .
11	532	1507.334	1507.918	A	saint
11	533	1508.294	1509.187	A	gallen
11	534	1509.417	1511.970	A	to davos oh okay .
11	535	1514.814	1515.397	A	okay .
11	536	1517.506	1518.381	A	we're at
11	537	1518.041	1518.758	B	okay submit .
11	538	1519.475	1520.180	A	no .
11	539	1520.338	1520.897	B	just do it .
11	540	1521.213	1522.015	B	come on submit .
11	541	1521.420	1522.270	A	wait .
11	542	1522.785	1523.709	A	how many are we at ?
11	543	1524.231	1525.702	B	i think we're at i don't know .
11	544	1525.884	1527.160	A	you can look at it look !
11	545	1527.112	1530.396	B	no because you are in a different position than me , i can't see it .
11	546	1531.308	1532.633	B	because i still have one more move .
11	547	1532.450	1533.666	A	okay so wait .
11	548	1533.897	1537.774	A	um mount basel to zurich that makes it 6 .
11	549	1538.589	1540.449	A	7 8
11	550	1539.598	1540.643	B	let's just try to submit .
11	551	1540.940	1546.470	A	9 10 11 12 13 , 14 15 16 , 17 18 we're at 18 .
11	552	1547.057	1547.385	A	wait .
11	553	1547.579	1548.965	A	no
11	554	1547.749	1551.955	I	so you have like one minute left , yeah .
11	555	1550.192	1551.918	A	4 5 6 7
11	556	1550.229	1550.715	B	okay .
11	557	1552.745	1559.089	A	8 9 10 , 11 12 13 , 14 15 16 17 18 19 20 21 22
11	558	1559.563	1560.426	A	we're at 22 .
11	559	1561.143	1561.860	B	then submit .
11	560	1563.392	1571.814	R	you are not that far from the minimum the difference is only 9 francs i am sure you can do it .
11	561	1568.739	1569.068	B	what ?
11	562	1569.201	1570.368	A	3 francs ?
11	563	1572.640	1573.041	A	4 .
11	564	1572.864	1573.831	B	time's up .
11	565	1575.362	1575.849	A	okay .
11	566	1579.146	1580.508	A	okay , my turn .
